,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
1844,80170875,ok,ok,ok,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,"May 1, 2018",2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection."
1845,80990815,ok,ok,ok,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna, Shalini Vatsa",India,"May 1, 2018",2017,TV-14,106 min,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own."
1846,80990816,ok,ok,ok,"Subbu Talabi, Dhanu Gowda, H.G. Dattatreya, Suchendra Prasad, Ambujakshi, Neenasam Ashwath",India,"May 1, 2018",2017,TV-14,126 min,"Dramas, International Movies","In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change."
1847,80081705,ok,ok,ok,"Byung-hun Lee, Tae-hee Kim, Jun-ho Jeong, Yeong-cheol Kim, Kim Seung-woo, So-yeon Kim, Ju-sang Yun, Jeong-Kil Lee",South Korea,"May 1, 2018",2009,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure",Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.
1848,80990829,ok,ok,ok,Jewel Thais-Williams,United States,"May 1, 2018",2016,NR,84 min,"Documentaries, LGBTQ Movies","The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities."
1849,80238110,ok,ok,ok,John Mulaney,United States,"May 1, 2018",2018,TV-MA,65 min,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
1850,80229102,ok,ok,ok,Rajesh Sharma,India,"May 1, 2018",2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories."
1851,80241876,ok,ok,ok,Karim Benzema,France,"May 1, 2018",2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies","After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story."
1852,80990811,ok,ok,ok,"Malhar Thakar, Pratik Gandhi, Aarohi Patel, Maulik Jagdish Nayak, Diana Raval, Roopa Divatia, Aarti Patel",India,"May 1, 2018",2017,TV-PG,163 min,"Comedies, International Movies, Romantic Movies","Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors."
1853,80066146,ok,ok,ok,"Keun-suk Jang, Yoon-ah Im, Shi-hoo Kim, Eun-seo Son, In-guk Seo, Bo-ra Hwang, Jin-young Jung, Mi-sook Lee",South Korea,"May 1, 2018",2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A story of two couples' journey of new love, loss and unexpected reunion spans decades, from the 1970s through present day."
1854,80229286,ok,ok,ok,"Sarwar Ahuja, Riva Arora",,"May 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","A simple auto-rickshaw driver on the streets of Lucknow, Hiralal Tiwari does everything he can to give his gravely ill daughter a happy life."
1855,80224106,ok,ok,ok,"Kimberly-Sue Murray, Christopher Russell, Lauren Holly, Jodie Sweetin, Morgan Fairchild",Canada,"May 1, 2018",2018,PG,92 min,"International Movies, Romantic Movies","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs."
1856,80206732,ok,ok,ok,"Arjun, Prasanna, Varalakshmi Sarathkumar, Sruthi Hariharan, Vaibhav Reddy, Suman, Suhasini, Krishna Sekhar",India,"May 1, 2018",2017,TV-14,124 min,"Action & Adventure, Dramas, International Movies","With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way."
1857,80990810,ok,ok,ok,"Sweety Pala, Merlvin Mukhim, Richard Kharpuri, Enshon Lamare, Mary Nonghuloo, Destina Mawrie, Anvil Laloo, Tashneem Lyngdoh",India,"May 1, 2018",2016,TV-14,107 min,"Dramas, International Movies","Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose."
1858,80235766,ok,ok,ok,"Stephen Fry, Alex Marty",,"May 1, 2018",2015,TV-Y,19 min,Movies,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most."
1859,80235767,ok,ok,ok,"Stephen Fry, Carys Doyle",Spain,"May 1, 2018",2008,TV-G,25 min,Movies,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show."
1860,80235853,ok,ok,ok,"Stephen Fry, Alex Marty",,"May 1, 2018",2015,TV-Y,22 min,Movies,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyo's friends surprise him with something delicious."
1861,80236099,ok,ok,ok,"Stephen Fry, Montana Smedley",United States,"May 1, 2018",2015,TV-G,40 min,Movies,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.
1862,80235854,ok,ok,ok,"Stephen Fry, Montana Smedley",,"May 1, 2018",2014,TV-G,22 min,Movies,"Pocoyo finds a special toy and plays new games with his friends, then they’re spooked by a scary box and try to find out who’s inside."
1863,80236224,ok,ok,ok,,,"May 1, 2018",2016,TV-Y,24 min,Movies,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!"
1864,80229190,ok,ok,ok,,,"May 1, 2018",2017,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",Eight women perform in front of celebrity judges and compete for the title of India’s top female stand-up comedian.
1865,80990814,ok,ok,ok,"Shashank Shende, Sahil Joshi, Suhas Sirsat, Kalyanee Mulay, Vijay Salve, Umesh Jagtap, Shantanu Gangane, Abhay Mahajan, Vitthal Patil, Ketan Pawar",India,"May 1, 2018",2015,TV-14,103 min,"Dramas, International Movies","Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother."
1866,80245268,ok,ok,ok,Pierfrancesco Diliberto,Italy,"May 1, 2018",2016,TV-14,45 min,"Documentaries, International Movies","Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposé on organized crime in Naples."
1867,80227186,ok,ok,ok,"Loti Bailey, Hayden Connett, Keith Faulkner, Rudy Greatorex, Luke Haliwell, Jacob Preston, Joanna Ruiz, Alex Starke",,"May 1, 2018",2016,G,1 Season,Kids' TV,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication."
1868,80228322,ok,ok,ok,"Prakash Raj, Shreya Reddy, Ashok Selvan",India,"May 1, 2018",2016,TV-14,101 min,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
1869,80204739,ok,ok,ok,"Hiroyuki Ehara, Miki Sumiyoshi, Sato Kondo, Kazuhiro Kiyohara, Noriko Sakai, Moe Oshikiri, Homare Sawa, Mariko Hayashi",,"May 1, 2018",2017,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments."
1870,80228923,ok,ok,ok,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor",,"May 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions."
1871,80223149,ok,ok,ok,Vince Carter,United States,"May 1, 2018",2017,TV-14,60 min,"Documentaries, Sports Movies","Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene."
1872,80179373,ok,ok,ok,"Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke",United States,"May 1, 2018",2017,R,90 min,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight."
1873,80233962,ok,ok,ok,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",Spain,"May 1, 2018",2017,TV-MA,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks."
1874,80233493,ok,ok,ok,"Michael Gross, Jamie Kennedy, Tanya van Graan, Jamie-Lee Money, Stephanie Schildknecht, Greg Kriek, Jenna Upton, Jay Anstey, Christie Peruso","United States, South Africa","May 1, 2018",2018,PG-13,98 min,"Action & Adventure, Comedies, Horror Movies","The subterranean, worm-like creatures are back, and Graboid-hunter Burt Gummer suspects they've been weaponized."
1875,80990813,ok,ok,ok,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur",India,"May 1, 2018",2015,TV-14,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma."
1876,80220531,ok,ok,ok,"Aaron Keogh, Molly Reisman, Dean Tardioli, Greg Wasylyszn, Adrian Murray, Kelly Paoli, Earl Oliveros, Hallie Burt",Canada,"May 1, 2018",2017,TV-MA,74 min,"Dramas, Independent Movies","Unable to pay bills and unwilling to change his slacker lifestyle, twentysomething Aaron hatches a defrauding scheme when he finds a lost credit card."
1877,80134149,ok,ok,ok,"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",United States,"May 1, 2017",2016,R,96 min,Thrillers,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead."
1878,80115133,ok,ok,ok,"Sivakumar Palakrishnan, Huang Lu, Seema Biswas, Udaya Soundari, Nithiyia Rao, Indra Chandran","Singapore, France","May 1, 2017",2016,NR,111 min,"Dramas, Independent Movies, International Movies","In Singapore, a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard."
1879,80176698,ok,ok,ok,"Abir Chatterjee, Raima Sen, Arunima Ghosh, Priyanka Sarkar, Sujan Mukherjee, Kanchan Mullick, Biswanath Basu, Bhaswar Chatterjee, Swagata Basu, Tuhin Mitra, Paran Banerjee, Kharaj Mukherjee, Chiranjit",India,"May 1, 2017",2015,TV-PG,127 min,"Comedies, Dramas, International Movies","After losing his seventh job in a row, a TV producer and sci-fi buff travels back in time to 1980, where his employment prospects improve."
1880,80165848,ok,ok,ok,"Pulkit Samrat, Ashok Pathak, Tanvir Singh, Amita Pathak, Sunil Shetty, Rajendra Sethi, Mohan Kapoor",India,"May 1, 2017",2012,TV-14,117 min,"Comedies, Dramas, International Movies","When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos – with mixed results."
1881,70275753,ok,ok,ok,"Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",India,"May 1, 2017",2013,TV-14,123 min,"Dramas, International Movies","A gay man deals with his sexuality, a struggling actor has an epiphany, a boy becomes a dancer, and a man tries to fulfill his father's dying wish."
1882,70295762,ok,ok,ok,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johnny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",India,"May 1, 2017",2013,NR,139 min,"Action & Adventure, Comedies, International Movies","Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help."
1883,80165849,ok,ok,ok,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chaya Kadam, Gajraj Rao",India,"May 1, 2017",2016,TV-14,95 min,"Dramas, Independent Movies, International Movies","In this thought-provoking biopic, an idealistic judo trainer adopts a boy from the slums and grooms him into the world's youngest marathon runner."
1884,80158395,ok,ok,ok,"Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan, Avtar Gill, Mushtaq Khan",India,"May 1, 2017",1996,NR,148 min,"Dramas, International Movies, Romantic Movies",A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.
1885,70275774,ok,ok,ok,"Ali Zafar, Siddharth, Divyendu Sharma, Tapsee Pannu, Rishi Kapoor, Anupam Kher, Bharati Achrekar, Varun Dhawan, Lillete Dubey, Ayaz Khan, Ashish Verma",India,"May 1, 2017",2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals","When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds."
1886,80103430,ok,ok,ok,"Tom Hanks, Marina Goldman",United States,"May 1, 2017",2016,TV-14,79 min,Documentaries,"This film documents the story of minister Waitstill Sharp and his wife, Martha, who risked everything to save thousands of refugees fleeing the Nazis."
1887,80165850,ok,ok,ok,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma, Naseeruddin Shah",India,"May 1, 2017",2015,TV-PG,127 min,"Comedies, International Movies","After learning he was adopted from a Muslim couple, a Hindu man seeks his birth father but finds he must confront his bigotry to realize his quest."
1888,80103372,ok,ok,ok,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard, Richard Masur, Tami Sagher, Erin Darke",United States,"May 1, 2017",2016,R,92 min,"Comedies, Dramas, Independent Movies",Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.
1889,80068117,ok,ok,ok,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",India,"May 1, 2017",2015,TV-14,162 min,"Dramas, International Movies, Thrillers",An unexceptional man becomes a murder suspect when the son of a high-ranking police official who harassed his daughter goes missing.
1890,20764666,ok,ok,ok,"Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey, Kiran Kumar, Baba Brahmbhatt, Ishita Haria, Sunny Singh, Gulshan Bawra",India,"May 1, 2017",1996,TV-14,163 min,"Comedies, Dramas, International Movies","After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him."
1891,70268209,ok,ok,ok,William Hurt,India,"May 1, 2017",2012,TV-14,83 min,"Documentaries, International Movies",Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.
1892,80165851,ok,ok,ok,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",India,"May 1, 2017",2014,TV-14,112 min,"Action & Adventure, Comedies, International Movies","Hapless brothers Gollu and Pappu stumble into a terrorist plot and end up being ordered to detonate a bomb, a task they are destined to bungle."
1893,70129415,ok,ok,ok,"Andy McAvin, James Faulkner, Luci Christian, John Swasey","United States, Japan","May 1, 2017",2009,PG-13,117 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo."
1894,80095094,ok,ok,ok,Harry Benson,United States,"May 1, 2017",2016,NR,90 min,Documentaries,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities."
1895,80156763,ok,ok,ok,"Lucien Jean-Baptiste, Aissa Maiga, Zabou Breitman, Vincent Elbaz, Michel Jonasz, Naidra Ayadi, Marie-Philomène Nga, Bass Dhem, Delphine Théodore","France, Belgium","May 1, 2017",2016,TV-14,95 min,"Comedies, International Movies","When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white, family chaos and confrontation ensue."
1896,80156857,ok,ok,ok,"Romain Duris, Charlotte Le Bon, Jalil Lespert, Camille Cottin, Adel Bencherif, Sophie Verbeeck, Hélène Barbry","France, Belgium","May 1, 2017",2016,TV-MA,99 min,"Dramas, International Movies, Thrillers","The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions."
1897,70268489,ok,ok,ok,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",India,"May 1, 2017",2013,NR,125 min,"Dramas, International Movies, Romantic Movies","An ad agency CEO is put under investigation when his ambitious protégée – and lover – accuses him of sexual harassment, vying for his top position."
1898,80159732,ok,ok,ok,"Takeo Chii, Hisako Manda, Takahiro Azuma, Kazuya Masuda",Japan,"May 1, 2017",2008,TV-G,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today."
1899,80158588,ok,ok,ok,,United Kingdom,"May 1, 2017",2017,TV-PG,44 min,Documentaries,"Explore how John F. Kennedy's worldview was influenced by his younger years, when he endured poor health, family tragedy and a demanding father."
1900,80178720,ok,ok,ok,"Sarah Fisher, Luke Bilyk, Chantal Kreviazuk, Sergio Di Zio, Denis Akiyama, Julia Tomasone, Brittany Bristow, Zoë Belkin, Lauren Esdale, Naomi Snieckus",Canada,"May 1, 2017",2017,TV-14,93 min,"Dramas, International Movies, Romantic Movies","Faced with a rare form of throat cancer, teen figure skater Carley Allison finds strength in singing for an online audience in this biopic."
1901,80106505,ok,ok,ok,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha",India,"May 1, 2017",2015,TV-MA,89 min,"Dramas, Independent Movies, International Movies",Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.
1902,80169548,ok,ok,ok,,"United States, Australia, Samoa, United Kingdom","May 1, 2017",2017,TV-14,92 min,"Documentaries, Sports Movies","This documentary recounts the feats of the Coxless Crew, a team of four women who rowed from San Francisco to Australia in support of two charities."
1903,80015785,ok,ok,ok,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",India,"May 1, 2017",2014,TV-14,120 min,"Dramas, International Movies, Sports Movies",The daughter of a poor rice farmer overcomes the objections of her father and the demands of a male-dominated society to pursue a career in boxing.
1904,80097361,ok,ok,ok,"Maya Angelou, Cicely Tyson, Common, John Singleton, Alfre Woodard, Oprah Winfrey, Quincy Jones",United States,"May 1, 2017",2016,TV-PG,114 min,Documentaries,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.
1905,80176716,ok,ok,ok,"Ranvir Shorey, Neha Dhupia, Devendra Chowhan, Ashwath Bhatt, Vidushi Mehra, Anant Raina",India,"May 1, 2017",2016,TV-MA,109 min,"Dramas, Independent Movies, International Movies","After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan."
1906,80132961,ok,ok,ok,Sunny Leone,Canada,"May 1, 2017",2016,TV-MA,83 min,"Documentaries, International Movies","Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star."
1907,80165857,ok,ok,ok,"Shiv Pandit, Piaa Bajpai",India,"May 1, 2017",2014,TV-14,107 min,"Comedies, International Movies, Romantic Movies","In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her."
1908,70258366,ok,ok,ok,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",India,"May 1, 2017",2012,TV-PG,129 min,"Comedies, Dramas, International Movies",Mumbai shopkeeper Kanji Bhai files a lawsuit against God when an earthquake destroys his store and his insurance policy won't cover the damage.
1909,80165732,ok,ok,ok,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin",India,"May 1, 2017",2014,TV-PG,135 min,"Comedies, Dramas, International Movies",The lives of a Mumbai man and woman who are both dealing with issues intersect through a TV dance show that she wants to win but he wants to sabotage.
1910,80165854,ok,ok,ok,"Kartik Aaryan, Divyendu Sharma, Raayo S. Bakhirta, Nushrat Bharucha, Sonalli Sehgall, Ishita Raj",India,"May 1, 2017",2011,TV-14,149 min,"Comedies, Dramas, International Movies",Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
1911,80083589,ok,ok,ok,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Sunny Singh, Ishita Raj, Omkar Kapoor",India,"May 1, 2017",2015,TV-MA,136 min,"Comedies, Dramas, International Movies",Three young bachelors find the reality of relationships to be far removed from the idea of true romance that they had once pursued.
1912,80032081,ok,ok,ok,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,"May 1, 2017",2014,TV-MA,138 min,"Comedies, Dramas, International Movies",A jilted bride decides to go on her European honeymoon anyway – by herself – and ends up embarking on a journey of self-discovery.
1913,17457962,ok,ok,ok,"Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl",India,"May 1, 2017",1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies","When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities."
1914,80182105,ok,ok,ok,Saeed Akhtar Mirza,India,"May 1, 2017",2016,TV-MA,61 min,"Documentaries, International Movies",This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.
1915,80165855,ok,ok,ok,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Rajit Kapoor, Nikhil Chinappa, Rajkummar Rao",India,"May 1, 2017",2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies","When they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom."
1916,70273637,ok,ok,ok,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishor Kadam, Neeru Bajwa, Deepraj Rana, Neetu Singh",India,"May 1, 2017",2013,TV-PG,137 min,"Dramas, International Movies, Thrillers","In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler."
1917,70176968,ok,ok,ok,"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal, Swara Bhaskar, Eijaz Khan, K.K. Raina, Rajendra Gupta, Ravi Kishan, Navni Parihar",India,"May 1, 2017",2011,TV-14,114 min,"Comedies, Dramas, International Movies","When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams – only to discover she loves another man."
1918,80173605,ok,ok,ok,"Àlex Monner, Emma Suárez, Sergi López, Bruno Todeschini, Igor Szpakowski, Sílvia Bel, Greta Fernández, Mikel Iglesias","Spain, Switzerland","May 1, 2017",2016,TV-MA,104 min,"Dramas, International Movies","When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is."
1919,80165856,ok,ok,ok,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema",India,"May 1, 2017",2013,TV-14,96 min,"Comedies, International Movies",A crabby woman leaves home for a vacation and entrusts her niece's fiancé to feed her fish and adhere to a strict set of rules. He has other ideas.
1920,70308135,ok,ok,ok,"Dharmendra, Sunny Deol, Bobby Deol, Neha Sharma, Kristina Akheeva, Annu Kapoor, Johnny Lever, Sucheta Khanna, Aidan Cook, Anupam Kher",India,"May 1, 2017",2013,TV-14,147 min,"Action & Adventure, Comedies, International Movies","Up to his old tricks, con man Dharam poses as a millionaire to get his younger son married to the daughter of a wealthy businessman."
1921,80101903,ok,ok,ok,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Steven Moffat",,"May 1, 2016",2016,TV-14,29 min,Movies,"Mark Gatiss, who co-created “Sherlock” and plays Mycroft Holmes, discusses the show with Benedict Cumberbatch, Martin Freeman and others in the cast."
1922,80093103,ok,ok,ok,"Mario Casas, Adriana Ugarte, Macarena García, Alain Hernández, Laia Costa, Emilio Gutiérrez Caba, Berta Vázquez, Daniel Grao",Spain,"May 1, 2016",2015,TV-MA,163 min,"Dramas, International Movies, Romantic Movies","Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets."
1923,80102305,ok,ok,ok,Vanessa Paradis,France,"May 1, 2016",2015,TV-PG,98 min,"Documentaries, International Movies",This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.
1924,70176655,ok,ok,ok,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie","United States, Canada","March 9, 2019",2011,PG-13,87 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers","This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon."
1925,80161848,ok,ok,ok,"Haruka Shiraishi, Yusuke Kobayashi, Makoto Furukawa, Taishi Murata, Kaori Nazuka, M・A・O, Ryota Takeuchi, Ai Kayano, Toru Okawa, Takehito Koyasu, Atsuko Tanaka",Japan,"March 9, 2018",2018,TV-14,1 Season,"Anime Series, International TV Shows",Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.
1926,80185171,ok,ok,ok,"Carey Mulligan, John Simm, Nicola Walker, Billie Piper, Nathaniel Martello-White, Jeany Spark, Hayley Squires, Ben Miles, Saskia Reeves, Ahd","United Kingdom, United States","March 9, 2018",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies."
1927,80209796,ok,ok,ok,"Cheng Pei-pei, Tzi Ma, Sandra Oh, Don McKellar, Zak Santiago, Liane Balaban, Alannah Ong, Lillian Lim, Jemmy Chen",Canada,"March 9, 2018",2017,TV-PG,94 min,Dramas,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.
1928,80152434,ok,ok,ok,"Jared Leto, Tadanobu Asano, Kippei Shiina, Shioli Kutsuna, Emile Hirsch, Raymond Nicholson, Rory Cochrane, Nao Omori, Min Tanaka",United States,"March 9, 2018",2018,TV-MA,121 min,"Dramas, Thrillers","An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom."
1929,70309693,ok,ok,ok,"Patrick Stewart, Carla Gugino, Matthew Lillard",United States,"March 9, 2017",2014,R,92 min,"Dramas, Independent Movies","As a couple interviews a renowned dance professor for their dissertation, their probing questions soon betray a hidden agenda."
1930,80107737,ok,ok,ok,Peter Dunning,United States,"March 9, 2017",2016,TV-MA,92 min,Documentaries,"His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning."
